id,name,stix_id,attack_id,attack_url,matrix,created_on,updated_on,attack_type,stix_type
1858,"Data from Network Shared Drive",attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c,T1039,https://attack.mitre.org/techniques/T1039,mitre-attack,"2022-10-20 14:15:04.144168","2022-10-20 14:15:04.144182",technique,attack-pattern
1859,"Web Services",attack-pattern--ae797531-3219-49a4-bccf-324ad7a4c7b2,T1584.006,https://attack.mitre.org/techniques/T1584/006,mitre-attack,"2022-10-20 14:15:04.145031","2022-10-20 14:15:04.145044",technique,attack-pattern
1860,"Modify System Image",attack-pattern--ae7f3575-0a5e-427e-991b-fe03ad44c754,T1601,https://attack.mitre.org/techniques/T1601,mitre-attack,"2022-10-20 14:15:04.145971","2022-10-20 14:15:04.145981",technique,attack-pattern
1861,"Hijack Execution Flow",attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6,T1574,https://attack.mitre.org/techniques/T1574,mitre-attack,"2022-10-20 14:15:04.146805","2022-10-20 14:15:04.146816",technique,attack-pattern
1862,"Indicator Removal from Tools",attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92,T1027.005,https://attack.mitre.org/techniques/T1027/005,mitre-attack,"2022-10-20 14:15:04.147636","2022-10-20 14:15:04.147645",technique,attack-pattern
1863,"Malicious Image",attack-pattern--b0c74ef9-c61e-4986-88cb-78da98a355ec,T1204.003,https://attack.mitre.org/techniques/T1204/003,mitre-attack,"2022-10-20 14:15:04.148486","2022-10-20 14:15:04.148498",technique,attack-pattern
1864,"Valid Accounts",attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,T1078,https://attack.mitre.org/techniques/T1078,mitre-attack,"2022-10-20 14:15:04.149756","2022-10-20 14:15:04.149773",technique,attack-pattern
1865,"Non-Standard Port",attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18,T1571,https://attack.mitre.org/techniques/T1571,mitre-attack,"2022-10-20 14:15:04.150976","2022-10-20 14:15:04.150989",technique,attack-pattern
1866,"Social Media Accounts",attack-pattern--b1ccd744-3f78-4a0e-9bb2-2002057f7928,T1585.001,https://attack.mitre.org/techniques/T1585/001,mitre-attack,"2022-10-20 14:15:04.152367","2022-10-20 14:15:04.152386",technique,attack-pattern
1867,"Process Hollowing",attack-pattern--b200542e-e877-4395-875b-cf1a44537ca4,T1055.012,https://attack.mitre.org/techniques/T1055/012,mitre-attack,"2022-10-20 14:15:04.154316","2022-10-20 14:15:04.154331",technique,attack-pattern
1868,"Exploitation for Privilege Escalation",attack-pattern--b21c3b2d-02e6-45b1-980b-e69051040839,T1068,https://attack.mitre.org/techniques/T1068,mitre-attack,"2022-10-20 14:15:04.155506","2022-10-20 14:15:04.155519",technique,attack-pattern
1869,"Resource Forking",attack-pattern--b22e5153-ac28-4cc6-865c-2054e36285cb,T1564.009,https://attack.mitre.org/techniques/T1564/009,mitre-attack,"2022-10-20 14:15:04.157825","2022-10-20 14:15:04.157842",technique,attack-pattern
1870,"Account Access Removal",attack-pattern--b24e2a20-3b3d-4bf0-823b-1ed765398fb0,T1531,https://attack.mitre.org/techniques/T1531,mitre-attack,"2022-10-20 14:15:04.160243","2022-10-20 14:15:04.160262",technique,attack-pattern
1871,"Credential Stuffing",attack-pattern--b2d03cea-aec1-45ca-9744-9ee583c1e1cc,T1110.004,https://attack.mitre.org/techniques/T1110/004,mitre-attack,"2022-10-20 14:15:04.161654","2022-10-20 14:15:04.161671",technique,attack-pattern
1872,"Obfuscated Files or Information",attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,T1027,https://attack.mitre.org/techniques/T1027,mitre-attack,"2022-10-20 14:15:04.162980","2022-10-20 14:15:04.162995",technique,attack-pattern
1873,"Remote Email Collection",attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a,T1114.002,https://attack.mitre.org/techniques/T1114/002,mitre-attack,"2022-10-20 14:15:04.164483","2022-10-20 14:15:04.164499",technique,attack-pattern
1874,"IIS Components",attack-pattern--b46a801b-fd98-491c-a25a-bca25d6e3001,T1505.004,https://attack.mitre.org/techniques/T1505/004,mitre-attack,"2022-10-20 14:15:04.165519","2022-10-20 14:15:04.165532",technique,attack-pattern
1875,"Invalid Code Signature",attack-pattern--b4b7458f-81f2-4d38-84be-1c5ba0167a52,T1036.001,https://attack.mitre.org/techniques/T1036/001,mitre-attack,"2022-10-20 14:15:04.167264","2022-10-20 14:15:04.167286",technique,attack-pattern
1876,"Run Virtual Instance",attack-pattern--b5327dd1-6bf9-4785-a199-25bcbd1f4a9d,T1564.006,https://attack.mitre.org/techniques/T1564/006,mitre-attack,"2022-10-20 14:15:04.168693","2022-10-20 14:15:04.168707",technique,attack-pattern
1877,"Password Policy Discovery",attack-pattern--b6075259-dba3-44e9-87c7-e954f37ec0d5,T1201,https://attack.mitre.org/techniques/T1201,mitre-attack,"2022-10-20 14:15:04.170041","2022-10-20 14:15:04.170053",technique,attack-pattern
1878,"Event Triggered Execution",attack-pattern--b6301b64-ef57-4cce-bb0b-77026f14a8db,T1546,https://attack.mitre.org/techniques/T1546,mitre-attack,"2022-10-20 14:15:04.171401","2022-10-20 14:15:04.171415",technique,attack-pattern
1879,"Unix Shell Configuration Modification",attack-pattern--b63a34e8-0a61-4c97-a23b-bf8a2ed812e2,T1546.004,https://attack.mitre.org/techniques/T1546/004,mitre-attack,"2022-10-20 14:15:04.172521","2022-10-20 14:15:04.172538",technique,attack-pattern
1880,"Forced Authentication",attack-pattern--b77cf5f3-6060-475d-bd60-40ccbf28fdc2,T1187,https://attack.mitre.org/techniques/T1187,mitre-attack,"2022-10-20 14:15:04.173455","2022-10-20 14:15:04.173466",technique,attack-pattern
1881,"SID-History Injection",attack-pattern--b7dc639b-24cd-482d-a7f1-8897eda21023,T1134.005,https://attack.mitre.org/techniques/T1134/005,mitre-attack,"2022-10-20 14:15:04.174699","2022-10-20 14:15:04.174713",technique,attack-pattern
1882,"Network Boundary Bridging",attack-pattern--b8017880-4b1e-42de-ad10-ae7ac6705166,T1599,https://attack.mitre.org/techniques/T1599,mitre-attack,"2022-10-20 14:15:04.175788","2022-10-20 14:15:04.175797",technique,attack-pattern
1883,"Data Encrypted for Impact",attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,T1486,https://attack.mitre.org/techniques/T1486,mitre-attack,"2022-10-20 14:15:04.176975","2022-10-20 14:15:04.176990",technique,attack-pattern
1884,"Subvert Trust Controls",attack-pattern--b83e166d-13d7-4b52-8677-dff90c548fd7,T1553,https://attack.mitre.org/techniques/T1553,mitre-attack,"2022-10-20 14:15:04.177983","2022-10-20 14:15:04.177999",technique,attack-pattern
1885,"Elevated Execution with Prompt",attack-pattern--b84903f0-c7d5-435d-a69e-de47cc3578c0,T1548.004,https://attack.mitre.org/techniques/T1548/004,mitre-attack,"2022-10-20 14:15:04.179319","2022-10-20 14:15:04.179333",technique,attack-pattern
1886,Firmware,attack-pattern--b85f6ce5-81e8-4f36-aff2-3df9d02a9c9d,T1592.003,https://attack.mitre.org/techniques/T1592/003,mitre-attack,"2022-10-20 14:15:04.180602","2022-10-20 14:15:04.180619",technique,attack-pattern
1887,"Encrypted Channel",attack-pattern--b8902400-e6c5-4ba2-95aa-2d35b442b118,T1573,https://attack.mitre.org/techniques/T1573,mitre-attack,"2022-10-20 14:15:04.182022","2022-10-20 14:15:04.182038",technique,attack-pattern
1888,"Authentication Package",attack-pattern--b8cfed42-6a8a-4989-ad72-541af74475ec,T1547.002,https://attack.mitre.org/techniques/T1547/002,mitre-attack,"2022-10-20 14:15:04.183609","2022-10-20 14:15:04.183627",technique,attack-pattern
1889,Regsvr32,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,T1218.010,https://attack.mitre.org/techniques/T1218/010,mitre-attack,"2022-10-20 14:15:04.184583","2022-10-20 14:15:04.184593",technique,attack-pattern
1890,Software,attack-pattern--baf60e1a-afe5-4d31-830f-1b1ba2351884,T1592.002,https://attack.mitre.org/techniques/T1592/002,mitre-attack,"2022-10-20 14:15:04.185450","2022-10-20 14:15:04.185461",technique,attack-pattern
1891,"Input Capture",attack-pattern--bb5a00de-e086-4859-a231-fa793f6797e2,T1056,https://attack.mitre.org/techniques/T1056,mitre-attack,"2022-10-20 14:15:04.186235","2022-10-20 14:15:04.186248",technique,attack-pattern
1892,Exploits,attack-pattern--bbc3cba7-84ae-410d-b18b-16750731dfa2,T1587.004,https://attack.mitre.org/techniques/T1587/004,mitre-attack,"2022-10-20 14:15:04.187536","2022-10-20 14:15:04.187551",technique,attack-pattern
1893,"Social Media",attack-pattern--bbe5b322-e2af-4a5e-9625-a4e62bf84ed3,T1593.001,https://attack.mitre.org/techniques/T1593/001,mitre-attack,"2022-10-20 14:15:04.188712","2022-10-20 14:15:04.188726",technique,attack-pattern
1894,"Component Object Model Hijacking",attack-pattern--bc0f5e80-91c0-4e04-9fbb-e4e332c85dae,T1546.015,https://attack.mitre.org/techniques/T1546/015,mitre-attack,"2022-10-20 14:15:04.189723","2022-10-20 14:15:04.189737",technique,attack-pattern
1895,Credentials,attack-pattern--bc76d0a4-db11-4551-9ac4-01a469cfb161,T1589.001,https://attack.mitre.org/techniques/T1589/001,mitre-attack,"2022-10-20 14:15:04.190718","2022-10-20 14:15:04.190728",technique,attack-pattern
1896,"Compromise Software Supply Chain",attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00,T1195.002,https://attack.mitre.org/techniques/T1195/002,mitre-attack,"2022-10-20 14:15:04.192151","2022-10-20 14:15:04.192168",technique,attack-pattern
1897,"Rename System Utilities",attack-pattern--bd5b58a4-a52d-4a29-bc0d-3f1d3968eb6b,T1036.003,https://attack.mitre.org/techniques/T1036/003,mitre-attack,"2022-10-20 14:15:04.193776","2022-10-20 14:15:04.193791",technique,attack-pattern
1898,"Bidirectional Communication",attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4,T1102.002,https://attack.mitre.org/techniques/T1102/002,mitre-attack,"2022-10-20 14:15:04.194997","2022-10-20 14:15:04.195011",technique,attack-pattern
1899,"Exploitation for Client Execution",attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,T1203,https://attack.mitre.org/techniques/T1203,mitre-attack,"2022-10-20 14:15:04.196007","2022-10-20 14:15:04.196018",technique,attack-pattern
1900,"Wordlist Scanning",attack-pattern--bed04f7d-e48a-4e76-bd0f-4c57fe31fc46,T1595.003,https://attack.mitre.org/techniques/T1595/003,mitre-attack,"2022-10-20 14:15:04.197215","2022-10-20 14:15:04.197234",technique,attack-pattern
1901,"Outlook Home Page",attack-pattern--bf147104-abf9-4221-95d1-e81585859441,T1137.004,https://attack.mitre.org/techniques/T1137/004,mitre-attack,"2022-10-20 14:15:04.198965","2022-10-20 14:15:04.198983",technique,attack-pattern
1902,"Asymmetric Cryptography",attack-pattern--bf176076-b789-408e-8cba-7275e81c0ada,T1573.002,https://attack.mitre.org/techniques/T1573/002,mitre-attack,"2022-10-20 14:15:04.200087","2022-10-20 14:15:04.200102",technique,attack-pattern
1903,"Exfiltration to Cloud Storage",attack-pattern--bf1b6176-597c-4600-bfcd-ac989670f96b,T1567.002,https://attack.mitre.org/techniques/T1567/002,mitre-attack,"2022-10-20 14:15:04.201270","2022-10-20 14:15:04.201284",technique,attack-pattern
1904,"Lateral Tool Transfer",attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5,T1570,https://attack.mitre.org/techniques/T1570,mitre-attack,"2022-10-20 14:15:04.202479","2022-10-20 14:15:04.202493",technique,attack-pattern
1905,"Path Interception by Unquoted Path",attack-pattern--bf96a5a3-3bce-43b7-8597-88545984c07b,T1574.009,https://attack.mitre.org/techniques/T1574/009,mitre-attack,"2022-10-20 14:15:04.203502","2022-10-20 14:15:04.203511",technique,attack-pattern
1906,"Install Digital Certificate",attack-pattern--c071d8c1-3b3a-4f22-9407-ca4e96921069,T1608.003,https://attack.mitre.org/techniques/T1608/003,mitre-attack,"2022-10-20 14:15:04.204699","2022-10-20 14:15:04.204720",technique,attack-pattern
1907,"Startup Items",attack-pattern--c0dfe7b0-b873-4618-9ff8-53e31f70907f,T1037.005,https://attack.mitre.org/techniques/T1037/005,mitre-attack,"2022-10-20 14:15:04.206128","2022-10-20 14:15:04.206144",technique,attack-pattern
1908,"System Language Discovery",attack-pattern--c1b68a96-3c48-49ea-a6c0-9b27359f9c19,T1614.001,https://attack.mitre.org/techniques/T1614/001,mitre-attack,"2022-10-20 14:15:04.207250","2022-10-20 14:15:04.207266",technique,attack-pattern
1909,"Non-Application Layer Protocol",attack-pattern--c21d5a77-d422-4a69-acd7-2c53c1faa34b,T1095,https://attack.mitre.org/techniques/T1095,mitre-attack,"2022-10-20 14:15:04.208283","2022-10-20 14:15:04.208293",technique,attack-pattern
1910,Steganography,attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916,T1027.003,https://attack.mitre.org/techniques/T1027/003,mitre-attack,"2022-10-20 14:15:04.209118","2022-10-20 14:15:04.209126",technique,attack-pattern
1911,"DNS Server",attack-pattern--c2f59d25-87fe-44aa-8f83-e8e59d077bf5,T1584.002,https://attack.mitre.org/techniques/T1584/002,mitre-attack,"2022-10-20 14:15:04.210298","2022-10-20 14:15:04.210314",technique,attack-pattern
1912,"Protocol Impersonation",attack-pattern--c325b232-d5bc-4dde-a3ec-71f3db9e8adc,T1001.003,https://attack.mitre.org/techniques/T1001/003,mitre-attack,"2022-10-20 14:15:04.211434","2022-10-20 14:15:04.211452",technique,attack-pattern
1913,"Query Registry",attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,T1012,https://attack.mitre.org/techniques/T1012,mitre-attack,"2022-10-20 14:15:04.212504","2022-10-20 14:15:04.212517",technique,attack-pattern
1914,"Data Transfer Size Limits",attack-pattern--c3888c54-775d-4b2f-b759-75a2ececcbfd,T1030,https://attack.mitre.org/techniques/T1030,mitre-attack,"2022-10-20 14:15:04.213410","2022-10-20 14:15:04.213419",technique,attack-pattern
1915,"Web Session Cookie",attack-pattern--c3c8c916-2f3c-4e71-94b2-240bdfc996f0,T1550.004,https://attack.mitre.org/techniques/T1550/004,mitre-attack,"2022-10-20 14:15:04.214373","2022-10-20 14:15:04.214386",technique,attack-pattern
1916,"Domain Accounts",attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f,T1078.002,https://attack.mitre.org/techniques/T1078/002,mitre-attack,"2022-10-20 14:15:04.215243","2022-10-20 14:15:04.215253",technique,attack-pattern
1917,Regsvcs/Regasm,attack-pattern--c48a67ee-b657-45c1-91bf-6cdbe27205f8,T1218.009,https://attack.mitre.org/techniques/T1218/009,mitre-attack,"2022-10-20 14:15:04.216179","2022-10-20 14:15:04.216195",technique,attack-pattern
1918,"Path Interception",attack-pattern--c4ad009b-6e13-4419-8d21-918a1652de02,T1034,https://attack.mitre.org/techniques/T1034,mitre-attack,"2022-10-20 14:15:04.217311","2022-10-20 14:15:04.217329",technique,attack-pattern
1919,"Install Root Certificate",attack-pattern--c615231b-f253-4f58-9d47-d5b4cbdb6839,T1553.004,https://attack.mitre.org/techniques/T1553/004,mitre-attack,"2022-10-20 14:15:04.218333","2022-10-20 14:15:04.218347",technique,attack-pattern
1920,"Network Logon Script",attack-pattern--c63a348e-ffc2-486a-b9d9-d7f11ec54d99,T1037.003,https://attack.mitre.org/techniques/T1037/003,mitre-attack,"2022-10-20 14:15:04.219165","2022-10-20 14:15:04.219175",technique,attack-pattern
1921,"Endpoint Denial of Service",attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4,T1499,https://attack.mitre.org/techniques/T1499,mitre-attack,"2022-10-20 14:15:04.220054","2022-10-20 14:15:04.220065",technique,attack-pattern
1922,"Compile After Delivery",attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617,T1027.004,https://attack.mitre.org/techniques/T1027/004,mitre-attack,"2022-10-20 14:15:04.221139","2022-10-20 14:15:04.221153",technique,attack-pattern
1923,"System Location Discovery",attack-pattern--c877e33f-1df6-40d6-b1e7-ce70f16f4979,T1614,https://attack.mitre.org/techniques/T1614,mitre-attack,"2022-10-20 14:15:04.222199","2022-10-20 14:15:04.222212",technique,attack-pattern
1924,"VBA Stomping",attack-pattern--c898c4b5-bf36-4e6e-a4ad-5b8c4c13e35b,T1564.007,https://attack.mitre.org/techniques/T1564/007,mitre-attack,"2022-10-20 14:15:04.223054","2022-10-20 14:15:04.223064",technique,attack-pattern
1925,"BITS Jobs",attack-pattern--c8e87b83-edbb-48d4-9295-4974897525b7,T1197,https://attack.mitre.org/techniques/T1197,mitre-attack,"2022-10-20 14:15:04.223917","2022-10-20 14:15:04.223927",technique,attack-pattern
1926,MSBuild,attack-pattern--c92e3d68-2349-49e4-a341-7edca2deff96,T1127.001,https://attack.mitre.org/techniques/T1127/001,mitre-attack,"2022-10-20 14:15:04.224826","2022-10-20 14:15:04.224836",technique,attack-pattern
1927,"Domain Fronting",attack-pattern--ca9d3402-ada3-484d-876a-d717bd6e05f2,T1090.004,https://attack.mitre.org/techniques/T1090/004,mitre-attack,"2022-10-20 14:15:04.225622","2022-10-20 14:15:04.225631",technique,attack-pattern
1928,"ARP Cache Poisoning",attack-pattern--cabe189c-a0e3-4965-a473-dcff00f17213,T1557.002,https://attack.mitre.org/techniques/T1557/002,mitre-attack,"2022-10-20 14:15:04.226459","2022-10-20 14:15:04.226468",technique,attack-pattern
1929,"Disable Cloud Logs",attack-pattern--cacc40da-4c9e-462c-80d5-fd70a178b12d,T1562.008,https://attack.mitre.org/techniques/T1562/008,mitre-attack,"2022-10-20 14:15:04.227182","2022-10-20 14:15:04.227190",technique,attack-pattern
1930,"Security Software Discovery",attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,T1518.001,https://attack.mitre.org/techniques/T1518/001,mitre-attack,"2022-10-20 14:15:04.228151","2022-10-20 14:15:04.228162",technique,attack-pattern
1931,"Hidden Window",attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0,T1564.003,https://attack.mitre.org/techniques/T1564/003,mitre-attack,"2022-10-20 14:15:04.229029","2022-10-20 14:15:04.229039",technique,attack-pattern
1932,Python,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1,T1059.006,https://attack.mitre.org/techniques/T1059/006,mitre-attack,"2022-10-20 14:15:04.229906","2022-10-20 14:15:04.229917",technique,attack-pattern
1933,"Identify Roles",attack-pattern--cc723aff-ec88-40e3-a224-5af9fd983cc4,T1591.004,https://attack.mitre.org/techniques/T1591/004,mitre-attack,"2022-10-20 14:15:04.230880","2022-10-20 14:15:04.230893",technique,attack-pattern
1934,"Data Encoding",attack-pattern--cc7b8c4e-9be0-47ca-b0bb-83915ec3ee2f,T1132,https://attack.mitre.org/techniques/T1132,mitre-attack,"2022-10-20 14:15:04.231867","2022-10-20 14:15:04.231878",technique,attack-pattern
1935,"AppInit DLLs",attack-pattern--cc89ecbd-3d33-4a41-bcca-001e702d18fd,T1546.010,https://attack.mitre.org/techniques/T1546/010,mitre-attack,"2022-10-20 14:15:04.232829","2022-10-20 14:15:04.232844",technique,attack-pattern
1936,"Phishing for Information",attack-pattern--cca0ccb6-a068-4574-a722-b1556f86833a,T1598,https://attack.mitre.org/techniques/T1598,mitre-attack,"2022-10-20 14:15:04.233731","2022-10-20 14:15:04.233741",technique,attack-pattern
1937,"Resource Hijacking",attack-pattern--cd25c1b4-935c-4f0e-ba8d-552f28bc4783,T1496,https://attack.mitre.org/techniques/T1496,mitre-attack,"2022-10-20 14:15:04.234689","2022-10-20 14:15:04.234704",technique,attack-pattern
1938,"Establish Accounts",attack-pattern--cdfc5f0a-9bb9-4352-b896-553cfa2d8fd8,T1585,https://attack.mitre.org/techniques/T1585,mitre-attack,"2022-10-20 14:15:04.235753","2022-10-20 14:15:04.235767",technique,attack-pattern
1939,"Obtain Capabilities",attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1,T1588,https://attack.mitre.org/techniques/T1588,mitre-attack,"2022-10-20 14:15:04.237229","2022-10-20 14:15:04.237246",technique,attack-pattern
1940,Screensaver,attack-pattern--ce4b7013-640e-48a9-b501-d0025a95f4bf,T1546.002,https://attack.mitre.org/techniques/T1546/002,mitre-attack,"2022-10-20 14:15:04.239669","2022-10-20 14:15:04.239690",technique,attack-pattern
1941,"Create Cloud Instance",attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c,T1578.002,https://attack.mitre.org/techniques/T1578/002,mitre-attack,"2022-10-20 14:15:04.242011","2022-10-20 14:15:04.242029",technique,attack-pattern
1942,"Code Repositories",attack-pattern--cff94884-3b1c-4987-a70b-6d5643c621c3,T1213.003,https://attack.mitre.org/techniques/T1213/003,mitre-attack,"2022-10-20 14:15:04.244223","2022-10-20 14:15:04.244238",technique,attack-pattern
1943,"Transmitted Data Manipulation",attack-pattern--d0613359-5781-4fd2-b5be-c269270be1f6,T1565.002,https://attack.mitre.org/techniques/T1565/002,mitre-attack,"2022-10-20 14:15:04.245189","2022-10-20 14:15:04.245202",technique,attack-pattern
1944,"/etc/passwd and /etc/shadow",attack-pattern--d0b4fcdb-d67d-4ed2-99ce-788b12f8c0f4,T1003.008,https://attack.mitre.org/techniques/T1003/008,mitre-attack,"2022-10-20 14:15:04.246201","2022-10-20 14:15:04.246216",technique,attack-pattern
1945,"Launch Agent",attack-pattern--d10cbd34-42e3-45c0-84d2-535a09849584,T1543.001,https://attack.mitre.org/techniques/T1543/001,mitre-attack,"2022-10-20 14:15:04.247929","2022-10-20 14:15:04.247950",technique,attack-pattern
1946,"System Services",attack-pattern--d157f9d2-d09a-4efa-bb2a-64963f94e253,T1569,https://attack.mitre.org/techniques/T1569,mitre-attack,"2022-10-20 14:15:04.248988","2022-10-20 14:15:04.249004",technique,attack-pattern
1947,"Windows Command Shell",attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,T1059.003,https://attack.mitre.org/techniques/T1059/003,mitre-attack,"2022-10-20 14:15:04.249899","2022-10-20 14:15:04.249911",technique,attack-pattern
1948,"Proc Memory",attack-pattern--d201d4cc-214d-4a74-a1ba-b3fa09fd4591,T1055.009,https://attack.mitre.org/techniques/T1055/009,mitre-attack,"2022-10-20 14:15:04.250910","2022-10-20 14:15:04.250925",technique,attack-pattern
1949,"Patch System Image",attack-pattern--d245808a-7086-4310-984a-a84aaaa43f8f,T1601.001,https://attack.mitre.org/techniques/T1601/001,mitre-attack,"2022-10-20 14:15:04.251844","2022-10-20 14:15:04.251856",technique,attack-pattern
1950,"Silver Ticket",attack-pattern--d273434a-448e-4598-8e14-607f4a0d5e27,T1558.002,https://attack.mitre.org/techniques/T1558/002,mitre-attack,"2022-10-20 14:15:04.252721","2022-10-20 14:15:04.252732",technique,attack-pattern
1951,"Data from Information Repositories",attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416,T1213,https://attack.mitre.org/techniques/T1213,mitre-attack,"2022-10-20 14:15:04.253586","2022-10-20 14:15:04.253597",technique,attack-pattern
1952,"Windows Credential Manager",attack-pattern--d336b553-5da9-46ca-98a8-0b23f49fb447,T1555.004,https://attack.mitre.org/techniques/T1555/004,mitre-attack,"2022-10-20 14:15:04.255426","2022-10-20 14:15:04.255441",technique,attack-pattern
1953,"Hardware Additions",attack-pattern--d40239b3-05ff-46d8-9bdd-b46d13463ef9,T1200,https://attack.mitre.org/techniques/T1200,mitre-attack,"2022-10-20 14:15:04.256361","2022-10-20 14:15:04.256373",technique,attack-pattern
1954,"Server Software Component",attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb,T1505,https://attack.mitre.org/techniques/T1505,mitre-attack,"2022-10-20 14:15:04.257258","2022-10-20 14:15:04.257271",technique,attack-pattern
1955,"Data Destruction",attack-pattern--d45a3d09-b3cf-48f4-9f0f-f521ee5cb05c,T1485,https://attack.mitre.org/techniques/T1485,mitre-attack,"2022-10-20 14:15:04.258130","2022-10-20 14:15:04.258141",technique,attack-pattern
1956,"Non-Standard Encoding",attack-pattern--d467bc38-284b-4a00-96ac-125f447799fc,T1132.002,https://attack.mitre.org/techniques/T1132/002,mitre-attack,"2022-10-20 14:15:04.259402","2022-10-20 14:15:04.259417",technique,attack-pattern
1957,"Domain Controller Authentication",attack-pattern--d4b96d2c-1032-4b22-9235-2b5b649d0605,T1556.001,https://attack.mitre.org/techniques/T1556/001,mitre-attack,"2022-10-20 14:15:04.260670","2022-10-20 14:15:04.260684",technique,attack-pattern
1958,"Transfer Data to Cloud Account",attack-pattern--d4bdbdea-eaec-4071-b4f9-5105e12ea4b6,T1537,https://attack.mitre.org/techniques/T1537,mitre-attack,"2022-10-20 14:15:04.261620","2022-10-20 14:15:04.261629",technique,attack-pattern
1959,"HTML Smuggling",attack-pattern--d4dc46e3-5ba5-45b9-8204-010867cacfcb,T1027.006,https://attack.mitre.org/techniques/T1027/006,mitre-attack,"2022-10-20 14:15:04.262470","2022-10-20 14:15:04.262484",technique,attack-pattern
1960,"Reversible Encryption",attack-pattern--d50955c2-272d-4ac8-95da-10c29dda1c48,T1556.005,https://attack.mitre.org/techniques/T1556/005,mitre-attack,"2022-10-20 14:15:04.263436","2022-10-20 14:15:04.263450",technique,attack-pattern
1961,"File Deletion",attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,T1070.004,https://attack.mitre.org/techniques/T1070/004,mitre-attack,"2022-10-20 14:15:04.264321","2022-10-20 14:15:04.264332",technique,attack-pattern
1962,"Drive-by Compromise",attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,T1189,https://attack.mitre.org/techniques/T1189,mitre-attack,"2022-10-20 14:15:04.265246","2022-10-20 14:15:04.265258",technique,attack-pattern
1963,"Network Denial of Service",attack-pattern--d74c4a7e-ffbf-432f-9365-7ebf1f787cab,T1498,https://attack.mitre.org/techniques/T1498,mitre-attack,"2022-10-20 14:15:04.266088","2022-10-20 14:15:04.266097",technique,attack-pattern
1964,"Scanning IP Blocks",attack-pattern--db8f5003-3b20-48f0-9b76-123e44208120,T1595.001,https://attack.mitre.org/techniques/T1595/001,mitre-attack,"2022-10-20 14:15:04.266961","2022-10-20 14:15:04.266970",technique,attack-pattern
1965,"Template Injection",attack-pattern--dc31fe1e-d722-49da-8f5f-92c7b5aff534,T1221,https://attack.mitre.org/techniques/T1221,mitre-attack,"2022-10-20 14:15:04.268901","2022-10-20 14:15:04.268918",technique,attack-pattern
1966,"RC Scripts",attack-pattern--dca670cf-eeec-438f-8185-fd959d9ef211,T1037.004,https://attack.mitre.org/techniques/T1037/004,mitre-attack,"2022-10-20 14:15:04.270124","2022-10-20 14:15:04.270141",technique,attack-pattern
1967,"Access Token Manipulation",attack-pattern--dcaa092b-7de9-4a21-977f-7fcb77e89c48,T1134,https://attack.mitre.org/techniques/T1134,mitre-attack,"2022-10-20 14:15:04.271791","2022-10-20 14:15:04.271807",technique,attack-pattern
1968,"Multi-Factor Authentication Interception",attack-pattern--dd43c543-bb85-4a6f-aa6e-160d90d06a49,T1111,https://attack.mitre.org/techniques/T1111,mitre-attack,"2022-10-20 14:15:04.273025","2022-10-20 14:15:04.273040",technique,attack-pattern
1969,"Software Packing",attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,T1027.002,https://attack.mitre.org/techniques/T1027/002,mitre-attack,"2022-10-20 14:15:04.274065","2022-10-20 14:15:04.274080",technique,attack-pattern
1970,"Web Protocols",attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,T1071.001,https://attack.mitre.org/techniques/T1071/001,mitre-attack,"2022-10-20 14:15:04.275761","2022-10-20 14:15:04.275776",technique,attack-pattern
